Regulator	Target	MI
E2F1	APAF1	1
SMARCD3	NPAS2	1
TP53	SNAI2	1
NR5A1	STARD7	1
FOXO4	CDKN1A	1
FOXO3	CDKN1B	1
CDKN1C	FOXO1	1
FOXO3	CDKN1A	1
FOXO4	CDKN1B	1
SMAD3	TGFB1	-1
CDKN2B	FOXO1	1
FOXO1	CDKN2B	1
POU2AF1	TNFRSF17	1
PITX2	LHX6	1
CDKN1B	FOXO1	1
FOXO1	CDKN1B	1
CDKN1A	FOXO1	1
FOXO1	CDKN1A	1
NCOA1	TNFRSF21	1
NCOA2	TNFRSF21	1
NCOA6	TNFRSF21	1
JUNB	DMTF1	1
STAT5B	FASLG	1
STAT5A	FASLG	1
SOX4	HDAC8	1
STAT4	ETV5	1
STAT3	ETV6	1
NNMT	STAT3	1
PPARGC1A	APOC3	1
NR0B2	PCK2	-1
STAT3	CTNNB1	1
CP	GLI1	1
TPSB2	MITF	1
PPARGC1A	APOA5	1
RUNX3	TIMP1	1
HSD17B2	CTNNB1	1
RNF2	E2F1	-1
MAZ	GLI2	-1
RUNX2	SNAI2	1
RUNX2	SNAI3	1
CREB1	CASP8	1
IL1R2	GLI2	1
TWIST2	AKR1C2	1
TWIST1	AKR1C2	1
ETS1	TMEM158	1
RUNX1	IGHA1	1
RUNX3	IGHA1	1
CHD9	TIAM2	1
LUM	GLI2	-1
MYC	MMP9	1
RNF128	IL2	-1
RNF128	IL4	-1
EGR1	STIM1	1
CTNNB1	FGF4	1
TBL1X	TNFRSF21	1
FGF9	CTNNB1	1
HDAC2	MDM2	-1
FOXO1	PINK1	1
PINK1	FOXO3	1
FOXO3	PINK1	1
RELA	BCL3	1
RELA	BCL2	1
BCL2	RELA	1
TP63	TRAF4	1
CREB3L3	FGF21	1
TWIST2	ERBB3	-1
H2BFS	BCL2	1
TWIST1	ERBB3	-1
MYC	POLR3D	1
TFAP2C	PITX2	1
POLR2A	MYB	1
POLR2C	MYB	1
POLR2B	MYB	1
POLR2E	MYB	1
POLR2D	MYB	1
POLR2F	MYC	1
POLR2G	MYB	1
POLR2F	MYB	1
POLR2I	MYB	1
POLR2H	MYB	1
POLR2K	MYB	1
POLR2J	MYB	1
POLR2L	MYB	1
E2F1	NR4A1	1
NR4A1	E2F1	1
TFAP2A	PITX2	1
YBX1	FAS	-1
RELA	TBX21	1
CREBBP	PEX11A	1
MAX	POLR3D	1
TP53	TIGAR	1
HDAC2	DKK1	-1
TRIM16	VIM	-1
CASP4	LEF1	-1
HDAC9	DIRAS3	-1
MSC	MMP2	1
MYCN	BAX	1
NFYC	FASN	1
NFYB	FASN	1
NFYA	FASN	1
TGS1	TRIB3	1
PGR	E2F1	1
EGR1	FGF2	1
ATF6	RTN3	1
RUNX3	RUNX1	-1
CDK19	LPL	1
IKZF1	PTCRA	-1
USF2	PIGR	1
USF1	PIGR	1
TBL1XR1	ACADM	1
SP1	MICA	1
SP1	MICB	1
NFRKB	JUN	1
HOXC10	HOXB8	-1
YY1	CXCR4	-1
CXCR4	YY1	-1
SMAD3	CCND2	1
TBL1XR1	TXNRD1	1
TP63	MFGE8	1
TP73	HSF1	1
IRF1	E2F1	-1
E2F1	IRF3	-1
IRF3	E2F1	-1
JUP	GLI1	-1
NFKB1	MMP13	1
NFKB1	MMP14	1
ZEB1	SPRR1B	1
NCOR1	CLOCK	-1
MAPK1	PLAU	1
MAPK3	PLAU	1
RRM2B	TP53	1
TP53	RRM2B	1
PARN	CXCL8	-1
NEUROG3	PAX4	1
BRCA1	ATR	1
ATR	BRCA1	1
BRCA1	ATM	1
ATM	BRCA1	1
USF2	THBS1	1
RACK1	KLK2	1
TFE3	SERPINE1	1
ZNF239	RBP3	-1
METAP2	MYC	1
ENO1	HIF1A	1
HIF1A	ENO1	1
RELA	NFKBIB	1
CDK12	FANCI	1
XBP1	WIPI1	1
ATF2	ACHE	1
NPAS2	BHLHE41	1
NPAS2	BHLHE40	1
ARID3A	PML	1
SP1	RGN	-1
LEF1	PITX2	1
PITX2	LEF1	1
PTTG1	S100A4	1
TNRC6A	CDKN2A	-1
TNRC6C	CDKN2A	-1
TNRC6B	CDKN2A	-1
JUN	MSH2	1
EPHB3	LEF1	1
E2F1	RB1	1
JAK3	BCL2L1	1
JAK1	BCL2L1	1
TNF	NFKB1	1
NFKB1	TNF	1
ITGB1	GLI2	1
SNAI1	EGR1	-1
MEF2C	NR4A1	-1
ATM	RAD51D	1
RAD51D	ATM	1
ATR	RAD51D	1
RAD51D	ATR	1
NFATC2	PTGS2	1
NFATC1	PTGS2	1
NFATC3	PTGS2	1
NFKB1	FASLG	1
CARM1	FDFT1	1
BCL6	CD80	-1
USF1	PTGS2	-1
STAT1	EPOR	1
FOXA2	HADH	1
GAB2	E2F1	1
GCLC	NFE2L2	1
PKLR	USF1	1
VDR	PTH	-1
BTG2	KLK3	-1
BTAF1	TBP	-1
MAFA	PDX1	1
TBX21	CCR4	-1
DVL3	MYC	1
NFYC	FDPS	1
FOXM1	LAMA4	1
NFYB	FDPS	1
NFYA	FDPS	1
FDPS	NFYA	1
SP3	NFKB1	1
SP4	NFKB1	1
SP1	NFKB1	1
TFDP2	WASF1	1
TFDP1	WASF1	1
ATF2	SOCS3	1
SLC10A1	CEBPB	1
ERBB4	APOE	1
JUN	MT2A	1
NRIP1	SLC7A1	1
TP53	HNF4A	-1
JUN	MSR1	1
STAT5A	SUMO1	-1
IRF1	CASP7	1
DDX54	C3	-1
NR4A1	TNF	-1
TYR	MITF	1
MITF	TYR	1
SP1	E2F1	1
APEX1	SLC5A5	1
MLXIPL	FASN	1
TAF10	TERT	1
TAF12	TERT	1
PDK4	E2F1	1
STAT5B	ID1	1
ATF2	COL24A1	1
STAT5A	ID1	1
STMN2	CTNNB1	1
NR3C1	BRCA1	1
NPAS2	DBP	1
ITGB1	SMAD3	1
DST	GLI2	-1
SMAD4	ITGB5	1
SMAD3	ITGB5	1
EP300	DMP1	1
NFYB	XBP1	1
NFYA	XBP1	1
STAT5B	IL4	1
STAT5A	IL4	1
NFYC	XBP1	1
ANAPC16	IL6	1
ANAPC11	IL6	1
ANAPC10	IL6	1
MNAT1	MDC1	1
ANAPC15	IL6	1
MECP2	CRH	-1
SP1	MUC2	1
SP1	MUC6	1
SP3	MUC6	1
EMB	GLI1	-1
EZH2	CDKN1A	-1
PIK3R3	SREBF1	1
EZH2	CDKN2B	-1
EZH2	CDKN2A	-1
SOX4	NCAM1	1
SATB1	IL4	1
FOXP1	NANOG	1
PAX4	INS	-1
UHRF1	ABCB1	-1
PTGDR	CASP7	1
SNAI2	CD44	1
JUN	EDN1	1
EDN1	JUN	1
NFKBIA	S100A6	-1
SPI1	PTGIR	1
CEBPB	CRP	1
CEBPZ	COL11A1	-1
CREB3L1	SLC1A4	-1
JUNB	PTGS2	1
JUND	PTGS2	1
DPY30	GP1BA	1
STAT1	FCGRT	-1
CREBBP	GLI1	1
PAX8	SLC5A5	1
GLI1	FAS	-1
GLI2	FAS	-1
VHL	NMU	-1
TOPBP1	E2F3	1
TOPBP1	E2F2	1
COL10A1	RUNX2	1
TOPBP1	E2F1	1
TP53BP2	BBC3	1
SMARCD3	CYP4A11	1
MECP2	SLC2A3	1
MITF	TYRP1	1
TYRP1	MITF	1
CBFB	IGHA1	1
NR3C1	SRF	-1
RARA	THBD	1
NFYA	CBS	1
IL10	ICAM1	-1
CEBPB	XBP1	1
ZNF143	PCYT1A	1
ZFPM1	MYB	-1
WT1	MYC	-1
WT1	MYB	-1
HDAC11	TNF	-1
GRB2	A2M	-1
CREBBP	INSM1	1
VHL	CXCR4	-1
PAX4	GCG	-1
MTF1	GCLC	1
POLE3	MYC	1
PTPN1	CSN2	-1
CEBPB	DAPK1	1
TFAP2A	PTEN	1
CDK19	PCK1	1
MED1	APOA2	1
SIRT1	BCL2L11	-1
MED1	APOA1	1
MED1	APOA5	1
MLLT3	CDKN1A	-1
E2F1	THBS1	1
CARM1	TNFRSF21	1
THBS1	E2F1	1
RELA	TFF1	1
JUN	EGFR	1
KLK3	RELA	1
FOS	NEFL	1
HOXC6	IGFBP3	-1
TCF4	KLK3	-1
IL2	EGR1	1
EGR1	IL3	1
TBP	NF1	-1
DARS2	GLI1	-1
H2AFJ	KLK3	1
H2AFJ	KLK2	1
RB1	VEGFA	1
STAT6	RETNLB	1
NR1H4	VEGFA	1
CREBBP	PCK1	1
H2AFV	KLK3	1
H2AFV	KLK2	1
CREB1	PCSK1	1
H2AFX	KLK3	1
H2AFX	KLK2	1
H2AFZ	KLK3	1
H2AFZ	KLK2	1
SP1	TERF2	1
POLR2D	FANCI	1
POLR2C	FANCI	1
POLR2F	FANCI	1
POLR2E	FANCI	1
POLR2H	FANCI	1
POLR2G	FANCI	1
POLR2J	FANCI	1
POLR2I	FANCI	1
POLR2B	FANCI	1
POLR2A	FANCI	1
DDIT3	CEBPA	-1
POLR2L	FANCI	1
POLR2K	FANCI	1
E2F1	GLI2	1
SLC6A2	CTNNB1	1
ESR1	KDM4B	1
HSF1	LDHA	1
FOXL2	CYP19A1	-1
PIAS1	SI	1
GATA1	ITGA2B	1
NFKB1	IL1A	-1
FKBP5	AR	1
MAML3	HES5	1
MAML2	HES5	1
MAML1	HES5	1
ELK1	FOS	1
ELK4	FOS	1
MED13L	LEP	-1
NANOG	FOXD3	1
MAML3	HEYL	1
MAML2	HEYL	1
MAML1	HEYL	1
CREB1	NDC80	1
MAML2	HEY1	1
MAML1	HEY2	1
MAML3	HEY2	1
MAML2	HEY2	1
MAML3	HEY1	1
ZNF76	CDKN1A	-1
PIAS2	AR	1
SP1	HSD17B11	1
RELA	TFF3	1
RELA	REPS2	-1
HELZ2	FDFT1	1
TBL1X	HMGCR	1
CTNNB1	INCENP	1
DRG2	GLI1	1
ATF4	APOE	1
JUN	EGR1	1
TP63	FLOT2	1
TP73	FLOT2	1
PML	NR4A1	-1
SLC7A8	CTNNB1	1
GMNN	E2F1	1
GMNN	E2F3	1
GMNN	E2F2	1
GMNN	E2F4	1
RELA	CEACAM1	1
HIF1A	NT5E	1
STAT1	PPARA	1
STAT3	PPARA	1
TP73	RAD51	1
YY1	FAS	-1
FAS	YY1	-1
APEX1	NFKB1	1
TP53	BCL2	-1
TP53	BCL3	-1
BCL3	TP53	-1
HELZ2	RGL1	1
TEAD1	GLI2	1
BMI1	TERT	-1
VDR	IL6	-1
VDR	IL2	-1
JUN	BRCA1	1
STAT3	CHI3L1	1
E2F5	RBL1	-1
E2F4	RBL1	-1
RBL1	E2F1	-1
E2F3	RBL1	-1
E2F2	RBL1	-1
RBL2	E2F1	-1
JUND	CDK4	-1
TGFB2	CTNNB1	1
NR3C1	PRL	-1
CAT	EGR1	1
EGR3	CAT	1
MLX	AGPAT1	1
STAT5B	MYC	1
STAT5A	MYC	1
EHMT2	KLK3	1
NR5A1	NOV	-1
DBH	CTNNB1	1
RB1	MYC	-1
RAD51	TP53	1
NCOA2	HMGCR	1
NCOA1	HMGCR	1
NCOA6	HMGCR	1
FOS	EDN1	1
SP3	LOR	-1
HIF1A	ETS1	1
FANCI	BRCA1	1
BRCA1	FANCI	1
SOX6	CDK4	-1
ELF1	FLI1	1
SIN3A	OPRM1	-1
NRL	RHO	-1
BARD1	ESR1	1
ANAPC10	CXCL8	1
ANAPC11	CXCL8	1
ANAPC16	CXCL8	1
ANAPC15	CXCL8	1
YY1	GAA	-1
DCT	CTNNB1	1
SP1	LOXL4	1
ANAPC2	IL6	1
ANAPC1	IL6	1
ANAPC7	IL6	1
ANAPC4	IL6	1
ANAPC5	IL6	1
KAT2A	HES5	1
KAT2B	HES5	1
SPI1	CD68	-1
SREBF2	HMGCS1	1
KAT2B	HEYL	1
KAT2A	HEYL	1
PER1	BAX	-1
KAT2A	HEY1	1
KAT2B	HEY2	1
KAT2B	HEY1	1
KAT2A	HEY2	1
EP300	SLC2A1	1
SLC2A2	EP300	1
SOX17	NFAT5	-1
PAX3	MITF	1
STAT5B	LTA	1
STAT5A	LTA	1
SREBF1	HMGCS1	1
HMGCS1	SREBF1	1
NFIL3	IL1B	-1
SP3	MYC	-1
COL3A1	SMAD7	-1
SALL3	HDAC9	-1
SIRT1	PER1	1
SKI	MYC	-1
MBD1	IRF8	-1
STAT6	COL1A2	1
STAT6	COL1A1	1
NPAS2	AVP	1
SLC2A3	CTNNB1	1
PPRC1	TFB2M	1
TBP	IL6	-1
SOX2	NTRK3	1
CEBPB	ADM	1
ETS1	SLC26A3	1
STAT5B	OSM	1
STAT5A	OSM	1
PAX5	XBP1	-1
ENPP2	CTNNB1	1
MYB	MAD1L1	1
CREB1	BDNF	1
MGMT	GLI1	1
PPRC1	TFB1M	1
MYC	VEGFA	1
TP53	SERPINB5	1
SERPINB5	TP53	1
TP53	DUSP5	1
DUSP1	TP53	1
TP53	DUSP1	1
TP63	SERPINB5	1
TP73	SERPINA1	1
NFATC2	PTPRK	1
BRCA1	MYC	1
SMARCD3	PPARA	1
NFATC2	PTPN1	1
RELA	BMP2	1
ZFP36	IL6	-1
ZFP36	IL2	-1
PAX8	E2F1	1
IL4	TNF	-1
LHB	NR5A1	-1
CEBPZ	APC	1
TP53	SERPINE1	1
EP300	IL12B	1
HIF1A	NPM1	1
ALB	CEBPA	1
HDAC4	VEGFA	-1
TP73	SERPINE1	1
COL6A2	SMAD7	-1
GATA3	CHST4	1
COL6A3	SMAD7	-1
E2F1	RANBP1	1
HDAC1	BRCA2	-1
BIK	CTNNB1	1
SP1	MT2A	1
HIF1A	NOS2	1
TP53	GADD45A	-1
SP1	KDR	-1
CDC45	GLI2	1
MYCN	NES	1
MED12	DKK1	1
MEF2A	SLC2A4	1
ELF2	BLK	1
ELF1	BLK	1
E2F1	PCNA	1
PCNA	E2F1	1
RBP2	BRD2	1
CREB1	BCL2	1
GATA4	IAPP	1
SP1	MTA1	1
EGFR	FOS	1
SPI1	ACP5	1
EGR1	FCER2	-1
FCER2	EGR1	-1
AR	EP300	1
RXRA	GRHL1	1
ATF3	LDLR	-1
RB1	MET	-1
SP3	MSH6	1
APEX1	MITF	1
NELFCD	MDC1	1
FN1	EGR1	1
EGR1	FN1	1
DCT	PAX3	-1
PELP1	PTK6	1
TADA2B	BBC3	1
ELOA	ATR	1
ELOC	ATR	1
ELOB	ATR	1
COL5A2	SMAD7	-1
ELOB	ATM	1
ELOA	ATM	1
ELOC	ATM	1
NFYA	OGG1	1
FOXA2	APOA1	1
NFKB1	FAS	1
MSN	MYC	-1
DLK1	RBPJ	-1
TP53	EPHA2	1
REL	IL6	-1
EPAS1	CCR7	1
DNMT1	CDH1	-1
IL23R	CXCL9	1
TYK2	GZMB	1
TYK2	GZMA	1
HIST2H2AA3	KDM4B	1
IL23A	CXCL9	1
IL23R	CXCL1	1
CEBPB	SLC19A1	1
IL23A	CXCL1	1
ZBTB7A	FOS	-1
ECD	GCGR	-1
GFI1	BAX	-1
FGF13	GLI2	1
CEBPB	KLRC3	1
IL23R	MPO	1
YY1	APC	-1
NFKB1	FN1	1
IL23A	MPO	1
FOXA2	PKLR	1
PTTG1	RHOA	1
CDC16	IL6	1
SIN3A	GRIA2	-1
CDC23	IL6	1
NKD1	CTNNB1	1
CDC27	IL6	1
CDC26	IL6	1
EHMT2	E2F1	-1
EHMT1	E2F1	-1
SREBF2	MTTP	-1
MTTP	SREBF2	-1
MTTP	SREBF1	-1
TBL1XR1	CYP7A1	1
ZFHX3	MYB	-1
TP53	ABCB1	-1
RBPJ	SKP2	1
SKP2	RBPJ	1
AR	JUN	1
SP1	CXCL14	1
PCGF6	CDC7	-1
NPAS2	NOCT	1
LY6G6D	CTNNB1	1
STAT4	EBI3	1
CCL17	GLI2	1
HIF3A	VEGFA	1
VEGFA	HIF1A	1
HIF1A	VEGFA	1
STAT1	EBI3	1
SREBF2	LDLR	1
SREBF1	LDLR	1
LDLR	SREBF1	1
DTL	E2F1	1
AR	RELA	-1
RELA	AR	-1
STAT3	PTPN13	1
CTNND2	HES1	-1
AR	REST	-1
LIN9	PLK1	1
SP1	ID4	-1
SP3	ID4	-1
FGF10	PDX1	1
NCOA1	RGL1	1
NCOA2	RGL1	1
NCOA6	RGL1	1
MAML2	PBX1	1
MAML1	PBX1	1
MAML3	PBX1	1
FOXA1	NRIP1	1
IL12B	MPO	1
IRF9	SP100	1
SP1	SLC5A8	1
SMURF2	KLF5	-1
CREB5	LY96	-1
KLF5	NOTCH1	1
JUN	IL2RA	1
PAX5	BLK	-1
PRKAB1	TP53	1
TP53	PRKAB1	1
CREBBP	EPO	1
SP1	UTRN	1
TSC22D3	CCND1	1
SP3	UTRN	1
EDN1	COL1A2	1
TGS1	TIAM2	1
SP1	DBF4	1
TP73	HEY2	1
FCGR1A	STAT1	1
MTA3	SNAI1	-1
COL1A1	SMAD7	-1
COL1A2	SMAD7	-1
MED13L	CEBPA	1
RELA	BCL2L1	1
FOSB	MMP1	1
TFDP3	MAP1LC3B	1
TP73	NEDD4L	1
NR3C1	IL2	-1
NR3C1	IL5	-1
NR3C1	IL4	-1
NR3C1	IL6	-1
SMARCA4	MYC	1
VHL	DAB2	1
CREBBP	BAX	1
TBL1X	RGL1	1
TRRAP	MITF	-1
E2F1	EED	1
E2F3	EED	1
E2F2	EED	1
MITF	FOS	1
BRCA1	STAT1	1
BRCA1	STAT2	1
IL2RG	MYC	1
IL2RB	MYC	1
IL2RA	MYC	1
HOXA11	HOXA10	-1
FOXH1	MEF2C	1
PRODH	TP53	1
EP300	ACTA2	1
SMARCD3	ANGPTL4	1
IL10	IL1R1	-1
IL10	IL1R2	-1
RELA	BCL2A1	1
STAT1	EDN1	1
TNRC6C	NOTCH4	-1
TNRC6A	NOTCH1	-1
TNRC6C	NOTCH1	-1
TNRC6A	NOTCH3	-1
TNRC6B	NOTCH2	-1
SMARCD3	ME1	1
TNRC6A	NOTCH2	-1
TNRC6B	NOTCH1	-1
TNRC6C	NOTCH3	-1
TNRC6B	NOTCH4	-1
TNRC6C	NOTCH2	-1
TNRC6A	NOTCH4	-1
TNRC6B	NOTCH3	-1
MSC	LTA	-1
CREBBP	CA9	1
CDK19	FABP4	1
GFI1B	MEF2C	-1
MAX	DKC1	1
CREBBP	G0S2	1
IL12B	CXCL9	1
IL12B	CXCL1	1
SREBF2	ACOT7	1
TFAP2C	GPX1	1
CDK12	ATM	1
ZBTB17	MXD4	1
CDK12	ATR	1
SP1	SLC29A1	-1
MSC	IL2RA	1
FOXL2	CYP11A1	-1
MAX	MYC	-1
MYB	MCM4	1
PTCH1	PTHLH	1
SIRT1	CFLAR	1
TLE1	RCAN1	-1
JUN	PGR	-1
KAT7	KLK3	-1
CREBBP	FADS1	1
SIX1	CDH1	-1
IL10	IL12A	-1
IL10	IL12B	-1
FANCI	MDC1	1
MDC1	FANCI	1
FOXM1	PLK1	1
TP53	MAP4K4	1
FOXO3	PLK1	1
DNMT1	TNFRSF10B	-1
ZBTB2	ARF1	-1
TBP	FUS	-1
TBX21	CHST4	1
MED1	LPL	1
JAK1	SOCS3	1
JAK3	SOCS3	1
TBL1XR1	ACOX1	1
MED8	LPL	1
MED7	LPL	1
MED9	LPL	1
MED4	LPL	1
MED6	LPL	1
HIST3H2BB	CCND1	1
NR1I2	CORO1C	1
G6PC	NR1H2	-1
RBL1	DHFR	-1
G6PC	NR1H3	-1
RBL2	DHFR	-1
INSR	PTPN1	1
ARNT	CDK2	-1
TWIST1	SRPX	-1
TWIST2	SRPX	-1
BCL6	PDCD2	-1
MECP2	MEF2C	-1
TBL1XR1	ACSL1	1
USF2	PF4	1
USF1	PF4	1
MYC	CFLAR	-1
MAFA	INS	1
ZBTB16	BID	-1
MAX	ALDH9A1	-1
HDAC4	PTGS2	1
HDAC1	PTGS2	1
DLX3	CGA	1
IL12B	IL6	1
EDNRA	COL3A1	1
TP73	GRAMD4	1
WIF1	CTNNB1	1
POU1F1	VDR	1
MYC	ALDH9A1	-1
ALDH9A1	MYC	-1
FOS	AR	1
HDAC3	PPARGC1A	-1
IL6	IL17A	1
KLF4	GPA33	1
STAT3	HSP90B1	1
STAT3	SALL4	1
FOSL1	PLAU	1
DPY30	MYC	1
NFKB1	AMH	1
SUPT16H	CHEK1	1
HIPK2	VIM	-1
NFKB1	B2M	1
B2M	NFKB1	1
TCEA1	CHEK1	1
ONECUT1	HNF1B	1
HNF1B	ONECUT1	1
FLT1	E2F1	1
PTGDR	BRCA1	-1
MAX	CFLAR	-1
EFEMP1	GLI2	-1
CREBBP	IL4	1
CDX2	CDKN1A	1
IL4	CXCL8	-1
FANCD2	CHEK1	1
CHEK1	FANCD2	1
STAT5A	CDKN2B	-1
SIRT1	EPO	1
MCM2	RBPJ	-1
HR	OLR1	1
MCM6	RBPJ	-1
NPM1	CTNNB1	1
GLI2	FOXA2	1
GLI1	FOXA2	1
IL4	MAOA	1
TP73	HAGH	1
VEGFA	STAT3	1
STAT3	VEGFA	1
RELA	SELE	1
FOXE1	GLI2	1
GLI2	FOXF1	1
ATF2	CDK4	-1
FOS	IL2RA	1
JUN	MYC	-1
NFKB1	FLT4	1
POU2F2	TK1	1
POU2F1	TK1	1
RB1	TGFB2	-1
TADA2B	CDKN1A	1
DR1	TBP	-1
NPY2R	GLI2	-1
SOX2	TUBB3	-1
TBL1XR1	CPT2	1
RB1	FOS	-1
RUNX1	HBP1	1
ARNT	FURIN	1
MAX	FTH1	-1
NFKB1	BCL2L11	-1
HELZ2	TNFRSF21	1
HOXA7	VIM	1
SFPQ	ADARB2	-1
PLAG1	IGF2	1
ATM	SP1	-1
E2F1	ATM	1
ATM	E2F1	1
RELA	TWIST1	1
SP1	AHR	-1
HCFC1	E2F4	-1
E2F1	SERPINE1	-1
SERPINE1	E2F1	-1
PRKCB	VCAM1	1
PRKCA	VCAM1	1
E2F3	SERPINE1	-1
PRKCD	VCAM1	1
E2F2	SERPINE1	-1
PRKCE	VCAM1	1
E2F1	DAPK2	1
PRKCH	VCAM1	1
DAPK2	E2F1	1
PRKCG	VCAM1	1
MYC	ST3GAL4	1
MYC	ST3GAL1	1
MYC	ST3GAL3	1
PRKCQ	VCAM1	1
NEUROD1	GCK	1
NANOG	KLF2	1
NANOG	KLF4	1
KLF4	NANOG	1
ESR1	PTMA	-1
JUN	IL23A	1
RPS6KA3	FOXO1	1
BGLAP	SMAD3	1
BGLAP	SMAD4	1
GATA2	SPI1	-1
GATA1	SPI1	-1
XPC	RNF111	-1
STAT3	LTBP1	-1
BTF3	SSPN	-1
BTAF1	DR1	-1
NFKB1	CRP	1
IL13	HMOX1	1
KANK1	CXXC5	1
FOXA1	PISD	1
EDNRA	COL1A2	1
EDNRB	COL1A2	1
TP63	PRKCD	1
DDX5	MYC	1
MECP2	FKBP5	-1
SPDEF	SERPINB5	1
ESR1	CDKN1B	-1
HDAC1	IGFBP3	1
ATF2	RETN	1
SUPT4H1	CHEK1	1
YY1	CYCS	1
CREBBP	GCK	1
MYB	IQGAP1	1
TFAP2A	DCBLD2	1
ERF	PRL	-1
SOCS2	SOCS1	1
SOCS1	SOCS2	1
TBL1XR1	CYP1A1	1
DCT	MITF	1
MITF	DCT	1
MYC	FTH1	-1
SP1	MAT2B	1
SP1	MAT2A	1
CDX2	MEP1A	1
PAX8	SLC3A1	1
MAPK1	ZFP36	1
MAPK3	ZFP36	1
SKIL	ADAM12	-1
GATA3	ERVW-1	1
GATA2	ERVW-1	1
ZBTB17	CLU	-1
NFKB1	CFI	1
LIN37	CCNB1	1
LIN37	CCNB2	1
CRX	RHO	-1
IL2	IL2RA	1
LIN52	CCNB2	1
LIN52	CCNB1	1
LIN54	CCNB2	1
LIN54	CCNB1	1
IL23R	IL6	1
IL23A	IL6	1
IFNG	IL23R	-1
GATA3	FOXC1	-1
GATA3	FOXC2	-1
XBP1	SRPRB	1
XBP1	SRPRA	1
MYBL2	TCF7L2	-1
PTGDR	RRM2	1
PTGDR	RRM1	1
NFKB1	BGN	1
RUNX1	PRKCB	1
YY1	PPARGC1A	1
RUNX1	PRKCQ	1
JUN	LBP	-1
ETV5	CTNNB1	1
JUN	IL12B	1
ATOH1	HES6	1
ATF1	IL10	1
ATF7	TAF12	1
MAF	ITGB7	1
MCM6	NOTCH1	-1
MCM2	NOTCH1	-1
STAT5A	FOS	1
STAT5B	FOS	1
ATF2	RELA	1
TP53	DNMT1	-1
EDN1	COL3A1	1
MED1	ANGPTL4	1
MED4	ANGPTL4	1
MED6	ANGPTL4	1
MED8	ANGPTL4	1
MED7	ANGPTL4	1
MED9	ANGPTL4	1
SUPT5H	FANCD2	1
MEF2C	MAPK7	1
SP3	RASSF1	1
SP1	RASSF1	1
PRMT1	GADD45A	1
GRB2	CCND3	1
ZNF382	HMGA2	-1
NR3C1	CGA	-1
CREBBP	LPL	1
AR	SEPT7	-1
MEF2A	MAPK7	1
CARM1	RGL1	1
FOXF2	PDGFA	-1
IL4	IL6	-1
ZNF350	HMGA2	-1
MAX	SLC2A1	1
ELOA	RAD51D	1
ELOC	RAD51D	1
ELOB	RAD51D	1
IL10	CXCL10	-1
SMS	AR	1
PPP1R13B	FAS	1
CREBBP	ME1	1
PLK3	CCNE1	1
NT5E	CTNNB1	1
WT1	STIM1	-1
TFDP1	EZH2	1
TFDP2	EZH2	1
MYB	SLC1A5	1
EGR1	UBE2S	1
ESR1	KLRC3	1
NR2F1	DR1	-1
TCF19	CCNE1	-1
NR1H4	NFKB1	1
ETV4	ETS1	1
RXRA	HMGCR	1
CDX2	HEPH	1
CALM2	ITCH	1
EGR1	HIF1A	1
E2F4	RAD51	-1
E2F6	RAD51	-1
KLF16	CDKN1A	-1
MET	MITF	1
E2F3	ORC1	1
E2F2	ORC1	1
E2F1	ORC1	1
AMHR2	NR5A1	1
TFDP1	CES5A	1
TFDP2	CES5A	1
PITX2	GNRH1	-1
PITX1	GNRH1	-1
USF2	PDX1	1
RELA	S100A6	1
JUN	MMP1	1
MMP1	JUN	1
JUN	MMP3	1
JUN	MMP2	1
JUN	MMP9	1
JUN	MMP7	1
MMP7	JUN	1
JUN	IL2	-1
NFKB1	SERPINA3	-1
TFDP2	CES4A	1
TFDP1	CES4A	1
NPM1	HSPD1	-1
E2F1	FANCA	1
RUNX3	TRAF6	1
PPARD	CTNNB1	1
CTNNB1	PPARD	1
STAT4	HNRNPA2B1	-1
PPARGC1A	PCK2	1
PPARGC1A	PCK1	1
SP1	F2	1
F2	SP1	1
F2	SP3	1
SIRT1	NOTCH1	-1
GATA3	ZEB1	1
HDAC2	CSF2	-1
ZBTB7A	MYC	-1
SP1	AR	1
RELA	NLRP2	1
RELA	NLRP3	1
STAT1	CEBPE	1
STAT3	CEBPB	1
PROX1	NR1I2	-1
STAT3	CEBPD	1
CREBBP	NCL	1
ERG	CXCL8	-1
TBL1XR1	CD36	1
SKI	MDM2	1
ATF5	CREB1	1
MYC	SLC2A1	1
YY1	TFAP2A	1
ZEB1	MUC1	-1
XBP1	HYOU1	1
FN1	MYC	-1
WT1	ITGAX	1
SP1	MDM2	1
TP73	DCP1B	1
KAT2B	GP1BA	1
IL12RB1	IL23R	1
MAX	E2F3	1
TBX21	IFNG	1
IL23R	TNF	1
GAB1	A2M	-1
GAB2	A2M	-1
IL12RB1	IL1R1	1
TNF	IL23A	1
IL23A	TNF	1
IL12RB2	IL1R1	1
PIAS2	LRRN3	-1
FOS	MYC	-1
SIN3A	ITGA2B	-1
SIN3B	ITGA2B	-1
STAT3	KLF11	1
MYB	CD4	-1
HDAC3	NPAS2	-1
ESR1	NRF1	1
MAX	CLU	-1
HIF1A	EDNRB	1
IGFBP6	TCF7L1	-1
IGFBP6	TCF7L2	-1
CASP8	KLK3	-1
PRLR	CSN2	1
NFKB1	CXCL8	1
CETP	SREBF2	1
CETP	SREBF1	1
CHD9	CPT1A	1
